tournament_name,tournament_date,round,winner_name,loser_name,score
Copenhagen,1994.02.28,Round of 32,Daniel Vacek,Rodolphe Gilbert,64-62
Miami,1994.03.07,Finals,Pete Sampras,Andre Agassi,57-63-63
Miami,1994.03.07,Semi-Finals,Pete Sampras,Jim Courier,64-7610
Miami,1994.03.07,Semi-Finals,Andre Agassi,Patrick Rafter,62-64
Miami,1994.03.07,Quarter-Finals,Pete Sampras,Petr Korda,62-36-61
Miami,1994.03.07,Quarter-Finals,Andre Agassi,Stefan Edberg,767-62
Miami,1994.03.07,Quarter-Finals,Jim Courier,Goran Ivanisevic,63-75
Miami,1994.03.07,Quarter-Finals,Patrick Rafter,Jim Grabb,16-64-61
Miami,1994.03.07,Round of 16,Pete Sampras,Mark Woodforde,62-62
Miami,1994.03.07,Round of 16,Stefan Edberg,Paul Haarhuis,762-61
Miami,1994.03.07,Round of 16,Jim Courier,Jan Siemerink,64-61
Miami,1994.03.07,Round of 16,Goran Ivanisevic,Jaime Yzaga,64-64
Miami,1994.03.07,Round of 16,Patrick Rafter,Michael Chang,62-672-62
Miami,1994.03.07,Round of 16,Andre Agassi,Cedric Pioline,64-62
Miami,1994.03.07,Round of 16,Petr Korda,Byron Black,61-64
Miami,1994.03.07,Round of 16,Jim Grabb,Aaron Krickstein,57-64-75
Miami,1994.03.07,Round of 32,Pete Sampras,David Wheaton,60-57-61
Miami,1994.03.07,Round of 32,Stefan Edberg,Jason Stoltenberg,763-61
Miami,1994.03.07,Round of 32,Jim Grabb,Sergi Bruguera,764-63
Miami,1994.03.07,Round of 32,Jim Courier,Andrei Cherkasov,63-75
Miami,1994.03.07,Round of 32,Goran Ivanisevic,Richey Reneberg,64-64
Miami,1994.03.07,Round of 32,Michael Chang,Alberto Berasategui,16-64-62
Miami,1994.03.07,Round of 32,Cedric Pioline,Jonathan Stark,64-75
Miami,1994.03.07,Round of 32,Petr Korda,Brad Gilbert,764-63
Miami,1994.03.07,Round of 32,Andre Agassi,Boris Becker,62-75
Miami,1994.03.07,Round of 32,Patrick Rafter,Marc Rosset,62-63
Miami,1994.03.07,Round of 32,Aaron Krickstein,Wayne Ferreira,46-761-63
Miami,1994.03.07,Round of 32,Paul Haarhuis,Jan Apell,64-63
Miami,1994.03.07,Round of 32,Jan Siemerink,Andrei Chesnokov,62-63
Miami,1994.03.07,Round of 32,Jaime Yzaga,Jonas Bjorkman,64-63
Miami,1994.03.07,Round of 32,Byron Black,Javier Sanchez,763-765
Miami,1994.03.07,Round of 32,Mark Woodforde,Jared Palmer,673-64-63
Miami,1994.03.07,Round of 64,Pete Sampras,Diego Nargiso,62-62
Miami,1994.03.07,Round of 64,Stefan Edberg,Robbie Weiss,64-63
Miami,1994.03.07,Round of 64,Sergi Bruguera,Grant Stafford,46-61-60
Miami,1994.03.07,Round of 64,Jim Courier,Jeff Tarango,26-64-64
Miami,1994.03.07,Round of 64,Goran Ivanisevic,Shuzo Matsuoka,46-63-63
Miami,1994.03.07,Round of 64,Michael Chang,Louis Gloria,61-63
Miami,1994.03.07,Round of 64,Byron Black,Todd Martin,46-62-765
Miami,1994.03.07,Round of 64,Cedric Pioline,Vincent Spadea,63-63
Miami,1994.03.07,Round of 64,Petr Korda,Mark Knowles,46-62-60
Miami,1994.03.07,Round of 64,Boris Becker,Nicklas Kulti,36-64-60
Miami,1994.03.07,Round of 64,Marc Rosset,Roland Burtscher,64-63
Miami,1994.03.07,Round of 64,Jonas Bjorkman,Arnaud Boetsch,765-62
Miami,1994.03.07,Round of 64,Jan Siemerink,Ivan Lendl,36-75-765
Miami,1994.03.07,Round of 64,Wayne Ferreira,Fernando Meligeni,63-62
Miami,1994.03.07,Round of 64,Jan Apell,Alexander Volkov,62-16-64
Miami,1994.03.07,Round of 64,Jared Palmer,MaliVai Washington,63-766
Miami,1994.03.07,Round of 64,Paul Haarhuis,Alex O'Brien,60-62
Miami,1994.03.07,Round of 64,Mark Woodforde,Carlos Costa,75-61
Miami,1994.03.07,Round of 64,Andrei Chesnokov,Alberto Mancini,(W/O)
Miami,1994.03.07,Round of 64,Aaron Krickstein,Steve Bryan,16-765-64
Miami,1994.03.07,Round of 64,Patrick Rafter,Marc-Kevin Goellner,63-36-75
Miami,1994.03.07,Round of 64,Jaime Yzaga,Jamie Morgan,64-57-64
Miami,1994.03.07,Round of 64,Brad Gilbert,Rodolphe Gilbert,63-75
Miami,1994.03.07,Round of 64,Andre Agassi,Mark Petchey,62-46-64
Miami,1994.03.07,Round of 64,Javier Sanchez,Emilio Sanchez,36-62-64
Miami,1994.03.07,Round of 64,Jonathan Stark,Olivier Delaitre,765-62
Miami,1994.03.07,Round of 64,Richey Reneberg,Lars-Anders Wahlgren,61-63
Miami,1994.03.07,Round of 64,Alberto Berasategui,Jordi Burillo,673-764-62
Miami,1994.03.07,Round of 64,Jim Grabb,Patrick McEnroe,769-63
Miami,1994.03.07,Round of 64,Andrei Cherkasov,Jacco Eltingh,764-61
Miami,1994.03.07,Round of 64,Jason Stoltenberg,Bryan Shelton,64-75
Miami,1994.03.07,Round of 64,David Wheaton,Karsten Braasch,63-36-63
Miami,1994.03.07,Round of 128,Pete Sampras,Bye,
Miami,1994.03.07,Round of 128,Stefan Edberg,Bye,
Miami,1994.03.07,Round of 128,Sergi Bruguera,Bye,
Miami,1994.03.07,Round of 128,Jim Courier,Bye,
Miami,1994.03.07,Round of 128,Goran Ivanisevic,Bye,
Miami,1994.03.07,Round of 128,Michael Chang,Bye,
Miami,1994.03.07,Round of 128,Todd Martin,Bye,
Miami,1994.03.07,Round of 128,Cedric Pioline,Bye,
Miami,1994.03.07,Round of 128,Petr Korda,Bye,
Miami,1994.03.07,Round of 128,Boris Becker,Bye,
Miami,1994.03.07,Round of 128,Marc Rosset,Bye,
Miami,1994.03.07,Round of 128,Arnaud Boetsch,Bye,
Miami,1994.03.07,Round of 128,Ivan Lendl,Bye,
Miami,1994.03.07,Round of 128,Wayne Ferreira,Bye,
Miami,1994.03.07,Round of 128,Alexander Volkov,Bye,
Miami,1994.03.07,Round of 128,MaliVai Washington,Bye,
Miami,1994.03.07,Round of 128,Paul Haarhuis,Bye,
Miami,1994.03.07,Round of 128,Carlos Costa,Bye,
Miami,1994.03.07,Round of 128,Andrei Chesnokov,Bye,
Miami,1994.03.07,Round of 128,Aaron Krickstein,Bye,
Miami,1994.03.07,Round of 128,Marc-Kevin Goellner,Bye,
Miami,1994.03.07,Round of 128,Jaime Yzaga,Bye,
Miami,1994.03.07,Round of 128,Brad Gilbert,Bye,
Miami,1994.03.07,Round of 128,Andre Agassi,Bye,
Miami,1994.03.07,Round of 128,Javier Sanchez,Bye,
Miami,1994.03.07,Round of 128,Jonathan Stark,Bye,
Miami,1994.03.07,Round of 128,Richey Reneberg,Bye,
Miami,1994.03.07,Round of 128,Alberto Berasategui,Bye,
Miami,1994.03.07,Round of 128,Patrick McEnroe,Bye,
Miami,1994.03.07,Round of 128,Andrei Cherkasov,Bye,
Miami,1994.03.07,Round of 128,Jason Stoltenberg,Bye,
Miami,1994.03.07,Round of 128,Karsten Braasch,Bye,
Miami,1994.03.07,Round of 128,Jan Apell,David Rikl,36-63-64
Miami,1994.03.07,Round of 128,Jonas Bjorkman,Jose Francisco Altur,63-36-60
Miami,1994.03.07,Round of 128,Byron Black,Patricio Arnold,46-75-7610
Miami,1994.03.07,Round of 128,Steve Bryan,Pablo Campana,63-26-64
Miami,1994.03.07,Round of 128,Jordi Burillo,Brett Steven,64-62
Miami,1994.03.07,Round of 128,Roland Burtscher,Sebastien Lareau,62-63
Miami,1994.03.07,Round of 128,Olivier Delaitre,Doug Flach,75-674-64
Miami,1994.03.07,Round of 128,Jacco Eltingh,Gaston Etlis,63-64
Miami,1994.03.07,Round of 128,Rodolphe Gilbert,Bernd Karbacher,63-63
Miami,1994.03.07,Round of 128,Louis Gloria,Stefano Pescosolido,64-64
Miami,1994.03.07,Round of 128,Jim Grabb,Jaime Oncins,46-63-61
Miami,1994.03.07,Round of 128,Mark Knowles,Jonathan Canter,75-75
Miami,1994.03.07,Round of 128,Nicklas Kulti,Jean-Philippe Fleurian,64-75
Miami,1994.03.07,Round of 128,Alberto Mancini,Nicolas Pereira,765-36-63
Miami,1994.03.07,Round of 128,Shuzo Matsuoka,Maurice Ruah,63-64
Miami,1994.03.07,Round of 128,Fernando Meligeni,Todd Woodbridge,61-63
Miami,1994.03.07,Round of 128,Jamie Morgan,Marcos Ondruska,62-63
Miami,1994.03.07,Round of 128,Diego Nargiso,Luis Herrera,62-63
Miami,1994.03.07,Round of 128,Alex O'Brien,Mats Wilander,63-763
Miami,1994.03.07,Round of 128,Jared Palmer,Donald Johnson,62-63
Miami,1994.03.07,Round of 128,Mark Petchey,Chuck Adams,63-75
Miami,1994.03.07,Round of 128,Patrick Rafter,Neil Borwick,63-672-63
Miami,1994.03.07,Round of 128,Emilio Sanchez,Roger Smith,61-64
Miami,1994.03.07,Round of 128,Bryan Shelton,Tom Nijssen,63-675-63
Miami,1994.03.07,Round of 128,Jan Siemerink,Greg Rusedski,64-675-63
Miami,1994.03.07,Round of 128,Vincent Spadea,Mauricio Hadad,63-57-64
Miami,1994.03.07,Round of 128,Grant Stafford,Christo Van Rensburg,62-60
Miami,1994.03.07,Round of 128,Jeff Tarango,Chris Wilkinson,60-10-(RET)
Miami,1994.03.07,Round of 128,Lars-Anders Wahlgren,Daniel Vacek,75-63
Miami,1994.03.07,Round of 128,Robbie Weiss,Xavier Daufresne,61-64
Miami,1994.03.07,Round of 128,David Wheaton,Kevin Ullyett,765-46-62
Miami,1994.03.07,Round of 128,Mark Woodforde,Luiz Mattar,61-64
Zaragoza,1994.03.07,Finals,Magnus Larsson,Lars Rehmann,64-64
Zaragoza,1994.03.07,Semi-Finals,Magnus Larsson,Anders Jarryd,64-46-62
Zaragoza,1994.03.07,Semi-Finals,Lars Rehmann,Tomas Nydahl,75-64
Zaragoza,1994.03.07,Quarter-Finals,Tomas Nydahl,Yevgeny Kafelnikov,(W/O)
Zaragoza,1994.03.07,Quarter-Finals,Magnus Larsson,Patrik Kuhnen,63-63
Zaragoza,1994.03.07,Quarter-Finals,Anders Jarryd,David Prinosil,62-64
Zaragoza,1994.03.07,Quarter-Finals,Lars Rehmann,Gianluca Pozzi,766-36-763
Zaragoza,1994.03.07,Round of 16,David Prinosil,Jonas Svensson,46-62-63
Zaragoza,1994.03.07,Round of 16,Yevgeny Kafelnikov,Juan-Luis Rascon-Lope,63-64
Zaragoza,1994.03.07,Round of 16,Magnus Larsson,Stephane Simian,64-46-64
Zaragoza,1994.03.07,Round of 16,Gianluca Pozzi,Tomas Carbonell,46-63-75
Zaragoza,1994.03.07,Round of 16,Anders Jarryd,Markus Zoecke,60-64
Zaragoza,1994.03.07,Round of 16,Patrik Kuhnen,Kenneth Carlsen,765-64
Zaragoza,1994.03.07,Round of 16,Tomas Nydahl,Filip Dewulf,64-63
Zaragoza,1994.03.07,Round of 16,Lars Rehmann,Christian Bergstrom,63-64
Zaragoza,1994.03.07,Round of 32,Christian Bergstrom,Karel Novacek,36-61-62
Zaragoza,1994.03.07,Round of 32,Jonas Svensson,Johan Van Herck,61-64
Zaragoza,1994.03.07,Round of 32,Yevgeny Kafelnikov,Dimitri Poliakov,61-675-60
Zaragoza,1994.03.07,Round of 32,Magnus Larsson,Cristiano Caratti,62-64
Zaragoza,1994.03.07,Round of 32,Kenneth Carlsen,Henrik Holm,75-64
Zaragoza,1994.03.07,Round of 32,Filip Dewulf,Martin Damm,64-675-64
Zaragoza,1994.03.07,Round of 32,Tomas Carbonell,Hendrik Dreekmann,26-63-62
Zaragoza,1994.03.07,Round of 32,Anders Jarryd,Jakob Hlasek,63-75
Zaragoza,1994.03.07,Round of 32,Patrik Kuhnen,Nuno Marques,63-64
Zaragoza,1994.03.07,Round of 32,Tomas Nydahl,Alexander Mronz,64-768
Zaragoza,1994.03.07,Round of 32,Gianluca Pozzi,Joao Cunha-Silva,75-46-64
Zaragoza,1994.03.07,Round of 32,David Prinosil,Joern Renzenbrink,766-36-62
Zaragoza,1994.03.07,Round of 32,Juan-Luis Rascon-Lope,Omar Camporese,765-761
Zaragoza,1994.03.07,Round of 32,Lars Rehmann,Carl-Uwe Steeb,764-63
Zaragoza,1994.03.07,Round of 32,Stephane Simian,Roberto Carretero,63-64
Zaragoza,1994.03.07,Round of 32,Markus Zoecke,Dirk Dier,675-64-62
Casablanca,1994.03.14,Finals,Renzo Furlan,Karim Alami,62-62
Casablanca,1994.03.14,Semi-Finals,Renzo Furlan,Gilbert Schaller,63-36-61
Casablanca,1994.03.14,Semi-Finals,Karim Alami,Younes El Aynaoui,64-64
Casablanca,1994.03.14,Quarter-Finals,Renzo Furlan,Tomas Carbonell,42-(RET)
Casablanca,1994.03.14,Quarter-Finals,Younes El Aynaoui,Oscar Martinez,63-63
Casablanca,1994.03.14,Quarter-Finals,Gilbert Schaller,Martin Sinner,61-61
Casablanca,1994.03.14,Quarter-Finals,Karim Alami,Dimitri Poliakov,62-64
Casablanca,1994.03.14,Round of 16,Renzo Furlan,Horacio de la Pena,46-62-61
Casablanca,1994.03.14,Round of 16,Younes El Aynaoui,Tomas Nydahl,62-764
Casablanca,1994.03.14,Round of 16,Gilbert Schaller,Marcelo Filippini,63-26-62
Casablanca,1994.03.14,Round of 16,Karim Alami,Jordi Arrese,62-765
Casablanca,1994.03.14,Round of 16,Martin Sinner,Andrea Gaudenzi,62-36-62
Casablanca,1994.03.14,Round of 16,Tomas Carbonell,Gerard Solves,765-62
Casablanca,1994.03.14,Round of 16,Oscar Martinez,Franco Davin,765-36-64
Casablanca,1994.03.14,Round of 16,Dimitri Poliakov,Lars Jonsson,16-75-64
Casablanca,1994.03.14,Round of 32,Renzo Furlan,Gabriel Markus,61-64
Casablanca,1994.03.14,Round of 32,Younes El Aynaoui,Dusan Prchlik,61-64
Casablanca,1994.03.14,Round of 32,Gilbert Schaller,Francisco Clavet,63-64
Casablanca,1994.03.14,Round of 32,Dimitri Poliakov,Alex Corretja,36-62-75
Casablanca,1994.03.14,Round of 32,Jordi Arrese,German Puentes,63-62
Casablanca,1994.03.14,Round of 32,Andrea Gaudenzi,Daniel Orsanic,63-63
Casablanca,1994.03.14,Round of 32,Tomas Carbonell,Slava Dosedel,63-61
Casablanca,1994.03.14,Round of 32,Franco Davin,Horst Skoff,64-75
Casablanca,1994.03.14,Round of 32,Karim Alami,Mohamed Ridaoui,64-62
Casablanca,1994.03.14,Round of 32,Horacio de la Pena,Mehdi Tahiri,63-60
Casablanca,1994.03.14,Round of 32,Marcelo Filippini,Fabrice Santoro,63-63
Casablanca,1994.03.14,Round of 32,Lars Jonsson,Lars Rehmann,62-63
Casablanca,1994.03.14,Round of 32,Oscar Martinez,Carl-Uwe Steeb,36-61-75
Casablanca,1994.03.14,Round of 32,Tomas Nydahl,Markus Naewie,61-62
Casablanca,1994.03.14,Round of 32,Martin Sinner,Gianluca Pozzi,62-36-75
Casablanca,1994.03.14,Round of 32,Gerard Solves,Hicham Arazi,60-765
Osaka,1994.03.28,Finals,Pete Sampras,Lionel Roux,62-62
Osaka,1994.03.28,Semi-Finals,Pete Sampras,Andre Agassi,63-61
Osaka,1994.03.28,Semi-Finals,Lionel Roux,Henrik Holm,62-16-63
Osaka,1994.03.28,Quarter-Finals,Pete Sampras,Guillaume Raoux,63-63
Osaka,1994.03.28,Quarter-Finals,Henrik Holm,Michael Chang,26-75-63
Osaka,1994.03.28,Quarter-Finals,Andre Agassi,David Wheaton,761-677-63
Osaka,1994.03.28,Quarter-Finals,Lionel Roux,Aaron Krickstein,75-762
Osaka,1994.03.28,Round of 16,Pete Sampras,Jeff Tarango,762-764
Osaka,1994.03.28,Round of 16,Michael Chang,Greg Rusedski,63-75
Osaka,1994.03.28,Round of 16,Lionel Roux,Ivan Lendl,63-63
Osaka,1994.03.28,Round of 16,Andre Agassi,Chuck Adams,63-63
Osaka,1994.03.28,Round of 16,Aaron Krickstein,Alex Antonitsch,75-64
Osaka,1994.03.28,Round of 16,Henrik Holm,Brad Gilbert,64-761
Osaka,1994.03.28,Round of 16,Guillaume Raoux,Kenneth Carlsen,62-675-64
Osaka,1994.03.28,Round of 16,David Wheaton,Robbie Weiss,63-62
Osaka,1994.03.28,Round of 32,Pete Sampras,Stephane Simian,75-63
Osaka,1994.03.28,Round of 32,Michael Chang,Joern Renzenbrink,61-60
Osaka,1994.03.28,Round of 32,Robbie Weiss,Boris Becker,46-63-64
Osaka,1994.03.28,Round of 32,Ivan Lendl,Thomas Shimada,62-61
Osaka,1994.03.28,Round of 32,Andre Agassi,Doug Flach,61-75
Osaka,1994.03.28,Round of 32,Aaron Krickstein,Darren Cahill,61-62
Osaka,1994.03.28,Round of 32,Brad Gilbert,Ryuso Tsujino,75-674-62
Osaka,1994.03.28,Round of 32,Kenneth Carlsen,Patrick McEnroe,63-62
Osaka,1994.03.28,Round of 32,Chuck Adams,Rick Leach,64-61
Osaka,1994.03.28,Round of 32,Alex Antonitsch,Martin Damm,767-64
Osaka,1994.03.28,Round of 32,Henrik Holm,Shuzo Matsuoka,672-64-75
Osaka,1994.03.28,Round of 32,Guillaume Raoux,Anders Jarryd,765-762
Osaka,1994.03.28,Round of 32,Lionel Roux,David Adams,61-64
Osaka,1994.03.28,Round of 32,Greg Rusedski,Daniel Vacek,57-63-62
Osaka,1994.03.28,Round of 32,Jeff Tarango,Yasufumi Yamamoto,61-64
Osaka,1994.03.28,Round of 32,David Wheaton,Andrei Olhovskiy,36-62-64
Estoril,1994.03.28,Finals,Carlos Costa,Andrei Medvedev,46-75-64
Estoril,1994.03.28,Semi-Finals,Andrei Medvedev,Javier Sanchez,62-46-64
Estoril,1994.03.28,Semi-Finals,Carlos Costa,Albert Costa,63-46-75
Estoril,1994.03.28,Quarter-Finals,Albert Costa,Sergi Bruguera,62-43-(RET)
Estoril,1994.03.28,Quarter-Finals,Andrei Medvedev,Alberto Berasategui,57-62-64
Estoril,1994.03.28,Quarter-Finals,Carlos Costa,Andrea Gaudenzi,60-60
Estoril,1994.03.28,Quarter-Finals,Javier Sanchez,Emilio Sanchez,62-62
Estoril,1994.03.28,Round of 16,Sergi Bruguera,Franco Davin,16-61-60
Estoril,1994.03.28,Round of 16,Andrei Medvedev,Alex Corretja,64-765
Estoril,1994.03.28,Round of 16,Carlos Costa,Jerome Golmard,36-75-64
Estoril,1994.03.28,Round of 16,Emilio Sanchez,Marc-Kevin Goellner,64-(RET)
Estoril,1994.03.28,Round of 16,Javier Sanchez,Slava Dosedel,765-64
Estoril,1994.03.28,Round of 16,Alberto Berasategui,Renzo Furlan,75-63
Estoril,1994.03.28,Round of 16,Albert Costa,Emanuel Couto,61-62
Estoril,1994.03.28,Round of 16,Andrea Gaudenzi,Federico Sanchez,63-62
Estoril,1994.03.28,Round of 32,Sergi Bruguera,Ronald Agenor,64-64
Estoril,1994.03.28,Round of 32,Andrei Medvedev,Joao Cunha-Silva,63-75
Estoril,1994.03.28,Round of 32,Carlos Costa,Andrei Cherkasov,63-62
Estoril,1994.03.28,Round of 32,Marc-Kevin Goellner,Younes El Aynaoui,64-62
Estoril,1994.03.28,Round of 32,Javier Sanchez,Gilbert Schaller,63-61
Estoril,1994.03.28,Round of 32,Andrea Gaudenzi,Yevgeny Kafelnikov,62-64
Estoril,1994.03.28,Round of 32,Renzo Furlan,Jordi Arrese,62-62
Estoril,1994.03.28,Round of 32,Albert Costa,Jonas Svensson,06-64-62
Estoril,1994.03.28,Round of 32,Alberto Berasategui,Jose Francisco Altur,61-64
Estoril,1994.03.28,Round of 32,Alex Corretja,Richard Fromberg,62-62
Estoril,1994.03.28,Round of 32,Emanuel Couto,David Rikl,75-61
Estoril,1994.03.28,Round of 32,Franco Davin,Horacio de la Pena,64-26-66-(RET)
Estoril,1994.03.28,Round of 32,Slava Dosedel,Nuno Marques,62-763
Estoril,1994.03.28,Round of 32,Jerome Golmard,Bernd Karbacher,673-763-75
Estoril,1994.03.28,Round of 32,Federico Sanchez,Horst Skoff,61-(RET)
Estoril,1994.03.28,Round of 32,Emilio Sanchez,Jordi Burillo,57-61-62
Sun City,1994.03.28,Finals,Markus Zoecke,Hendrik Dreekmann,64-61
Sun City,1994.03.28,Semi-Finals,Hendrik Dreekmann,Alexander Volkov,763-46-75
Sun City,1994.03.28,Semi-Finals,Markus Zoecke,Jakob Hlasek,64-64
Sun City,1994.03.28,Quarter-Finals,Jakob Hlasek,Thomas Muster,675-64-62
Sun City,1994.03.28,Quarter-Finals,Alexander Volkov,Marcos Ondruska,26-62-64
Sun City,1994.03.28,Quarter-Finals,Hendrik Dreekmann,Mark Petchey,64-46-64
Sun City,1994.03.28,Quarter-Finals,Markus Zoecke,Christian Bergstrom,767-63
Sun City,1994.03.28,Round of 16,Thomas Muster,Byron Black,16-765-762
Sun City,1994.03.28,Round of 16,Jakob Hlasek,Wayne Ferreira,764-57-62
Sun City,1994.03.28,Round of 16,Alexander Volkov,Gary Muller,762-62
Sun City,1994.03.28,Round of 16,Hendrik Dreekmann,Amos Mansdorf,75-63
Sun City,1994.03.28,Round of 16,Christian Bergstrom,Alexander Mronz,61-64
Sun City,1994.03.28,Round of 16,Marcos Ondruska,Ellis Ferreira,63-64
Sun City,1994.03.28,Round of 16,Mark Petchey,Karol Kucera,63-61
Sun City,1994.03.28,Round of 16,Markus Zoecke,Lars Jonsson,46-61-64
Sun City,1994.03.28,Round of 32,Mark Petchey,Michael Stich,46-75-766
Sun City,1994.03.28,Round of 32,Christian Bergstrom,Magnus Gustafsson,63-46-764
Sun City,1994.03.28,Round of 32,Thomas Muster,Henri Leconte,63-36-64
Sun City,1994.03.28,Round of 32,Marcos Ondruska,Marc Rosset,674-63-763
Sun City,1994.03.28,Round of 32,Wayne Ferreira,Nicklas Kulti,61-75
Sun City,1994.03.28,Round of 32,Alexander Volkov,Axel Finnberg,764-46-62
Sun City,1994.03.28,Round of 32,Amos Mansdorf,Xavier Daufresne,63-60
Sun City,1994.03.28,Round of 32,Lars Jonsson,Jonathan Stark,62-64
Sun City,1994.03.28,Round of 32,Byron Black,Kevin Ullyett,767-64
Sun City,1994.03.28,Round of 32,Hendrik Dreekmann,Neville Godwin,64-36-64
Sun City,1994.03.28,Round of 32,Ellis Ferreira,Richard Matuszewski,64-75
Sun City,1994.03.28,Round of 32,Jakob Hlasek,Roland Burtscher,63-764
Sun City,1994.03.28,Round of 32,Karol Kucera,Robbie Koenig,36-767-62
Sun City,1994.03.28,Round of 32,Alexander Mronz,David Nainkin,763-62
Sun City,1994.03.28,Round of 32,Gary Muller,Gianluca Pozzi,676-62-768
Sun City,1994.03.28,Round of 32,Markus Zoecke,Grant Stafford,63-64
Tokyo,1994.04.04,Finals,Pete Sampras,Michael Chang,64-62
Tokyo,1994.04.04,Semi-Finals,Pete Sampras,Henrik Holm,62-61
Tokyo,1994.04.04,Semi-Finals,Michael Chang,Boris Becker,762-62
Tokyo,1994.04.04,Quarter-Finals,Pete Sampras,Patrick Rafter,61-57-61
Tokyo,1994.04.04,Quarter-Finals,Michael Chang,David Wheaton,763-63
Tokyo,1994.04.04,Quarter-Finals,Boris Becker,Brad Gilbert,63-60
Tokyo,1994.04.04,Quarter-Finals,Henrik Holm,Ivan Lendl,57-61-62
Tokyo,1994.04.04,Round of 16,Pete Sampras,Tim Henman,61-62
Tokyo,1994.04.04,Round of 16,Michael Chang,Chuck Adams,61-63
Tokyo,1994.04.04,Round of 16,Boris Becker,Kenneth Carlsen,64-75
Tokyo,1994.04.04,Round of 16,Ivan Lendl,Jonas Bjorkman,768-767
Tokyo,1994.04.04,Round of 16,Henrik Holm,Aaron Krickstein,46-63-62
Tokyo,1994.04.04,Round of 16,Brad Gilbert,Daniel Vacek,766-673-63
Tokyo,1994.04.04,Round of 16,Patrick Rafter,Patrick McEnroe,63-62
Tokyo,1994.04.04,Round of 16,David Wheaton,Jonathan Stark,62-672-63
Tokyo,1994.04.04,Round of 32,Pete Sampras,Andrei Olhovskiy,63-765
Tokyo,1994.04.04,Round of 32,Michael Chang,Doug Flach,61-762
Tokyo,1994.04.04,Round of 32,Boris Becker,Stephane Simian,63-765
Tokyo,1994.04.04,Round of 32,Ivan Lendl,Sebastien Lareau,61-64
Tokyo,1994.04.04,Round of 32,Aaron Krickstein,Gianluca Pozzi,61-61
Tokyo,1994.04.04,Round of 32,Brad Gilbert,Michael Tebbutt,46-64-762
Tokyo,1994.04.04,Round of 32,Patrick Rafter,Thomas Hogstedt,765-62
Tokyo,1994.04.04,Round of 32,David Wheaton,Amos Mansdorf,63-57-61
Tokyo,1994.04.04,Round of 32,Jonathan Stark,David Pate,61-60
Tokyo,1994.04.04,Round of 32,Patrick McEnroe,Jeff Tarango,765-64
Tokyo,1994.04.04,Round of 32,Henrik Holm,Guillaume Raoux,75-64
Tokyo,1994.04.04,Round of 32,Daniel Vacek,Robbie Weiss,61-64
Tokyo,1994.04.04,Round of 32,Jonas Bjorkman,Greg Rusedski,75-46-765
Tokyo,1994.04.04,Round of 32,Chuck Adams,Hendrik Dreekmann,63-63
Tokyo,1994.04.04,Round of 32,Kenneth Carlsen,Louis Gloria,62-63
Tokyo,1994.04.04,Round of 32,Tim Henman,Darren Cahill,26-765-61
Tokyo,1994.04.04,Round of 64,Pete Sampras,Bye,
Tokyo,1994.04.04,Round of 64,Michael Chang,Bye,
Tokyo,1994.04.04,Round of 64,Boris Becker,Bye,
Tokyo,1994.04.04,Round of 64,Ivan Lendl,Bye,
Tokyo,1994.04.04,Round of 64,Aaron Krickstein,Bye,
Tokyo,1994.04.04,Round of 64,Brad Gilbert,Bye,
Tokyo,1994.04.04,Round of 64,Patrick Rafter,Bye,
Tokyo,1994.04.04,Round of 64,Amos Mansdorf,Bye,
Tokyo,1994.04.04,Round of 64,Jonathan Stark,Martin Damm,36-63-63
Tokyo,1994.04.04,Round of 64,Patrick McEnroe,Omar Camporese,766-62
Tokyo,1994.04.04,Round of 64,Henrik Holm,Ryuso Tsujino,46-61-62
Tokyo,1994.04.04,Round of 64,Daniel Vacek,Joern Renzenbrink,64-64
Tokyo,1994.04.04,Round of 64,Greg Rusedski,Neil Borwick,75-61
Tokyo,1994.04.04,Round of 64,Louis Gloria,Jamie Morgan,36-762-64
Tokyo,1994.04.04,Round of 64,Darren Cahill,Javier Frana,62-60
Tokyo,1994.04.04,Round of 64,Hendrik Dreekmann,Byron Black,64-36-63
Tokyo,1994.04.04,Round of 64,Chuck Adams,Cristiano Caratti,46-63-64
Tokyo,1994.04.04,Round of 64,Jonas Bjorkman,Toshitsugu Mori,61-63
Tokyo,1994.04.04,Round of 64,Kenneth Carlsen,Bong-Soo Kim,61-57-61
Tokyo,1994.04.04,Round of 64,Doug Flach,Markus Zoecke,63-60
Tokyo,1994.04.04,Round of 64,Tim Henman,Kelly Jones,62-63
Tokyo,1994.04.04,Round of 64,Thomas Hogstedt,Anders Jarryd,46-64-64
Tokyo,1994.04.04,Round of 64,Sebastien Lareau,Gouichi Motomura,46-761-62
Tokyo,1994.04.04,Round of 64,Andrei Olhovskiy,Yasufumi Yamamoto,64-64
Tokyo,1994.04.04,Round of 64,David Pate,Shuzo Matsuoka,64-16-63
